"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kulkarni V.; Narayana K.V.L.; Sahoo S.K.","Kulkarni, Vikram (58284908800); Narayana, K. Venkata Lakshmi (57539817000); Sahoo, Sarat Kumar (27467840500)","58284908800; 57539817000; 27467840500","A survey on interference avoiding methods for wireless sensor networks working in the 2.4 GHz frequency band","2020","Journal of Engineering Science and Technology Review","13","3","","59","81","22","8","10.25103/jestr.133.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088477032&doi=10.25103%2fjestr.133.08&partnerID=40&md5=229ded8461087dec127e5945377cd08a","Wireless sensor networks (WSN) are a very important and relevant field of research for modern control and monitoring applications in today's communications and information networks. The increased use of wireless devices across a variety of settings, from smart buildings to smart homes, energy consumption monitoring, healthcare applications, plus a myriad of mobile devices' applications worldwide have multiplied the already crowded radio spectrum anywhere causing problems. Hence, interference among concurrent transmissions causes severe performance degradation due to the coexistence of different wireless networks working on the very same frequency band, something which has an impact on the different applications' performance. The WSN working on the 2.4GHz frequency band experience interference from competing networks like Bluetooth, Wi-Fi (IEEE 802.11b/g) and also gets negatively influenced by applications like microwave oven and cordless phone. Because of said interference, the performance of the WSN is getting degraded. Furthermore, the operation of low power WSN is extremely vulnerable and unpredictable under interference conditions. Hence there is an increasing need for research on interference avoiding methods and on improving the coexistence mechanisms among different wireless devices operating on the same frequency band. This paper presents a comprehensive review on the important aspects of experimental analysis, estimation, modeling, and avoiding of interference for WSN and offers some insight in dealing with aforementioned problem. © 2020 School of Science, IHU.","Bluetooth; Data communication; Interference, 2.4 GHz frequency and; Wi-Fi; Wireless sensor networks; ZigBee","Automation; Energy utilization; IEEE Standards; Information services; Intelligent buildings; mHealth; Wi-Fi; Concurrent transmission; Energy consumption monitoring; Experimental analysis; Health care application; Information networks; Interference avoiding; Interference condition; Performance degradation; Wireless sensor networks","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088477032"
"Ganesan R.; Vijaya Chamundeeswari V.","Ganesan, R. (8358840100); Vijaya Chamundeeswari, V. (56366363700)","8358840100; 56366363700","Composite algorithm for pervasive healthcare system – a solution to find optimized route for closest available health care facilities","2020","Multimedia Tools and Applications","79","7-8","","5125","5148","23","2","10.1007/s11042-018-6136-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049567553&doi=10.1007%2fs11042-018-6136-9&partnerID=40&md5=2969ee34d7a9d7205c8075036b235899","There are many solutions available for healthcare issues, like increasing the Qos, Handling multimedia data, providing Security, compressing multimedia files, finding a shortest path, etc. This paper addresses the problem pertaining to finding the optimized route for closest available healthcare facilities. Location Based Services (LBS) in healthcare has been widely used to deliver detailed information like availability of health care facility, finding location, navigation and etc. However, in some places, the use of LBS in healthcare is limited because of lack of resources or information for getting timely information to users or patients who need health care services. The problem that can be detected is that the vital information needed by the patients or users such as the availability of health care facilities like pharmacy, hospital, clinic, blood bank, etc. has to be seamlessly reached. This work focus to solve the problem by creating a application for patients to get the information about nearest health care facilities by using any android based mobile phone. The proposed system uses composite algorithm. Composite algorithm comprises of three algorithms namely, Information Retrieval R-Tree (IR2) algorithm for filtering process, K-Nearest Neighbour (KNN) query Technique for path and distance verification and Ahuja- Dijkstras algorithm to find optimized path. The information have taken from the Google web server (real time data) by using Google API, We have collected more than 1000 data pertaining to healthcare facilities like longitude latitude, speciality, contact details and etc. This system was developed by Android OS. The algorithm running at this system was very efficient of about 20% from the existing system. This work tries to focus on algorithm for lower time-complexity (O(logn)) and for more speed up processing. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","Android operating system; Geographic information system; Google API; Health care system; Pervasive system","Android (operating system); Data handling; Decision trees; Geographic information systems; Location based services; mHealth; Nearest neighbor search; Telecommunication services; Trees (mathematics); Composite algorithm; Google API; Health-care system; Healthcare facility; Healthcare services; K nearest neighbours (k-NN); Pervasive healthcare systems; Pervasive systems; Information filtering","Article","Final","","Scopus","2-s2.0-85049567553"
"Naren; Elhence A.; Chamola V.; Guizani M.","Naren (57215844696); Elhence, Anubhav (57215845682); Chamola, Vinay (55427784900); Guizani, Mohsen (7004750176)","57215844696; 57215845682; 55427784900; 7004750176","Notice of Retraction: Electromagnetic Radiation Due to Cellular, Wi-Fi and Bluetooth Technologies: How Safe Are We?","2020","IEEE Access","8","","9016183","42980","43000","20","8","10.1109/ACCESS.2020.2976434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082080659&doi=10.1109%2fACCESS.2020.2976434&partnerID=40&md5=0206b45b60a8ea237bc3132a7982b5c0","The electromagnetic radiation (EMR) emitted out of wireless communication modules in various IoT devices (especially used for healthcare applications due to their close proximity to the body) have been identified by researchers as biologically hazardous to humans as well as other living beings. Different countries have different regulations to limit the radiation density levels caused by these devices. The radiation absorbed by an individual depends on various factors such as the device they use, the proximity of use, the type of antenna, the relative orientation of the antenna on the device, and many more. Several standards exist which have tried to quantify the radiation levels and come up with safe limits of EMR absorption to prevent human harm. In this work, we determine the radiation concern levels in several scenarios using a handheld radiation meter by correlating the findings with several international standards, which are determined based on thorough scientific evidence. This study also analyzes the EMR from common devices used in day to day life such as smartphones, laptops, Wi-Fi routers, hotspots, wireless earphones, smartwatches, Bluetooth speakers and other wireless accessories using a handheld radio frequency radiation measurement device. The procedure followed in this paper is so detailed that it can also be utilized by the general public as a tutorial to evaluate their own safety with respect to EMR exposure. We present a summary of the most prominent health hazards which have been known to occur due to EMR exposure. We also discuss some individual and collective human-centric protective and preventive measures that can be undertaken to reduce the risk of EMR absorption. This paper analyses radiation safety in pre-5G networks and uses the insight gained to raise valuable concerns regarding EMR safety in the upcoming 5G networks. © 2013 IEEE.","EMR; Health; Protection; Safety; Standards; Wireless","Accident prevention; Antennas; Biohazards; Bluetooth; Electromagnetic wave emission; Health; Health hazards; mHealth; Queueing networks; Radiation; Radio; Risk assessment; Standards; Wi-Fi; Wireless local area networks (WLAN); Bluetooth technology; Health care application; International standards; Preventive measures; Protection; Relative orientation; Scientific evidence; Wireless communications; 5G mobile communication systems","Retracted","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85082080659"
"Padmaja B.; Prasad V.V.R.; Sunitha K.V.N.","Padmaja, B. (57959750000); Prasad, V V Rama (56506389400); Sunitha, K.V.N. (12789729100)","57959750000; 56506389400; 12789729100","A novel random split point procedure using extremely randomized (Extra) trees ensemble method for human activity recognition","2020","EAI Endorsed Transactions on Pervasive Health and Technology","6","22","e5","1","10","9","9","10.4108/eai.28-5-2020.164824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089839710&doi=10.4108%2feai.28-5-2020.164824&partnerID=40&md5=6ac28d2960f2f751ee7d3d11dee03048","INTRODUCTION: Automatic detection and recognition of various human physical movements while performing daily life activities such as walking, jogging, running, sitting, standing etc. are usually considered as Activity Recognition (AR). AR is a prominent research area in many applications, such as elderly care, security and surveillance, smart homes, health and fitness. Extremely Randomized Trees Classifier (ET Classifier) is a type of ensemble learning technique used in Activity Recognition, which clusters several different decision trees into a forest from a single learning set and gives the classification result. But it suffers from high variance and over-fitting problem due to high inter-dependency among hyperparameters during model building. OBJECTIVES: The primary objective of this paper is to propose a novel Random_Split_Point procedure for Extra tree classifier to make the existing approach more robust, less variance, less computational time in obtaining optimal split points and faster in model building. This approach generates K random split points from all the candidate features of the dataset and selects the best split point based on the maximum score obtained by information gain measure. METHODS: In the proposed method to improve the randomization and accuracy of AR system, a novel random split-point procedure for ET classifier is proposed. This approach reduces the bias-variance problem induced due to the three hyperparameters such as K, nmin and M used in split-point procedure of existing ET classifier (K: number of randomly selected attributes at each node, nmin: minimum sample size for splitting a node, M: number of decision trees for ensemble). This approach generates K random split points from all the candidate features of the dataset and selects the best split point based on the maximum score obtained by information gain measure. RESULTS: The proposed approach is experimented with two public AR datasets HAR and HAPT (UCI Machine Learning Repository) containing 6 and 12 activities respectively. In HAR dataset, smartphone sensed sensor signals of 3 static and 3 dynamic human daily activities are there, where as in HAPT dataset apart from these 6 daily activities, 6 postural transitions data is available. Experimental results and comparative analysis show that the proposed method outperforms over other existing techniques with an accuracy of 94.16% for HAR dataset and 92.63% for HAPT dataset. It also takes less computational time in finding optimal split-points and less model building time. CONCLUSION: AR systems can be used as an intelligent system in healthcare to monitor the behaviour of healthy people by recognizing their daily activities. These systems also help in early detection of some chronic diseases and improve the quality of life. In this paper, an attempt is made to improve the accuracy of Activity Recognition over some existing methods. © 2020 B Padmaja et al., licensed to EAI.","Activity Recognition; Extremely Randomized Tree Ensemble Method; Random Split Point; Sensors; Smartphone","Automation; Decision trees; Forestry; Home health care; Intelligent buildings; Intelligent systems; mHealth; Model buildings; Pattern recognition; Activity recognition; Classification results; Comparative analysis; Daily life activities; Human activity recognition; Over fitting problem; Security and surveillances; UCI machine learning repository; Learning systems","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85089839710"
"Othman M.; Menon V.","Othman, Mohamed (58282007100); Menon, Venugopal (57207856717)","58282007100; 57207856717","Developing a nationwide spine care referral programme on the WhatsApp messenger platform: The Oman experiment","2019","International Journal of Medical Informatics","126","","","82","85","3","6","10.1016/j.ijmedinf.2019.03.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063645677&doi=10.1016%2fj.ijmedinf.2019.03.019&partnerID=40&md5=f452de8b151683cbe49f52d281fefff3","Introduction: Smartphone based computational activities have recently invaded the healthcare sector and several applications including clinical diagnostics, laboratory data analysis, nursing care, education, data archiving and resource management have been successfully implemented. This paper studies the use of the Whatsapp messenger as a platform for integrating the Spine care services in the Sultanate of Oman by streamlining the referral patterns to tertiary care centers. Materials and methods: In January 2015, a Whatsapp group was created including representatives of spine units from all 8 regional hospitals in Oman including Spine Consultants from tertiary care spine center in the country- Khoula Hospital. The referral data for 2 years and 9 months was retrospectively retrieved and analysed to determine the response time and treatment plans proposed for each case. They were compared with the available data of 2014. Results: 452 cases were referred using this platform during the study period. Forty percent of these were accepted and about 25% were advised to be treated conservatively at the referring hospital itself. The time to response reduced dramatically from over 12 h to a mean of one hour and 45 min as a result of this change. Discussion: The Whatsapp messenger platform appears to be an effective tool for inter-hospital referral based on clinical data and imaging studies and to obtain rapid responses from the referee center. This leads to optimal utilisation of specialised resources and indirectly helps reducing waiting times in specialty clinics. It also minimises inappropriate transfers and helps standardise care across the system. © 2019","Networking; Social media; Spine care; Spine services; Telemedicine; Whatsapp","Humans; Mobile Applications; Oman; Patient Transfer; Referral and Consultation; Retrospective Studies; Smartphone; Spinal Diseases; Tertiary Care Centers; Hospitals; mHealth; Smartphones; Telemedicine; Networking; Social media; Spine care; Spine services; Whatsapp; article; controlled study; human; human experiment; major clinical study; multicenter study; Oman; social media; spine; telemedicine; tertiary care center; treatment response time; mobile application; Oman; patient referral; patient transport; retrospective study; smartphone; spine disease; tertiary care center; Information management","Article","Final","","Scopus","2-s2.0-85063645677"
"Bhate K.; Gangal P.; Shanbhag S.; Solanki M.; Sable P.; Shinde S.R.; Bhavsar K.; Vishwakarma H.; Kimbahune S.M.","Bhate, Kamaxi (57280222800); Gangal, Prashant (55789058000); Shanbhag, Sunita (57210656248); Solanki, Mridula (6602119370); Sable, Pavan (57191246840); Shinde, Sujit R (56300529700); Bhavsar, Karan (57202829917); Vishwakarma, Harsh (57195062266); Kimbahune, Sanjay M (36675363200)","57280222800; 55789058000; 57210656248; 6602119370; 57191246840; 56300529700; 57202829917; 57195062266; 36675363200","ShishuPoshan application: ICT to solve issues of high social importance by scaled behavior change","2019","2019 11th International Conference on Communication Systems and Networks, COMSNETS 2019","","","8711149","795","800","5","0","10.1109/COMSNETS.2019.8711149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066479834&doi=10.1109%2fCOMSNETS.2019.8711149&partnerID=40&md5=b4a9d2531792813dad3bd19a65656ffa","Breastfeeding is one of the best interventions that can bring down child mortality considerably. It could prevent nearly half of all diarrhea episodes and one-third of respiratory infections. It could also improve the IQ of child. Despite of such enormous benefits, compliance to breastfeeding is abysmally low in not only developing countries but also developed countries. There are many misconceptions about breastfeeding that prevent mothers from complying with optimal breastfeeding practices. These misconceptions arise out of incomplete information or outdated traditional practices. To address these concerns, collaborative work was undertaken by MBPC, BPNI Maharashtra, Department of Community Medicine-Seth G.S. Medical College KEM Hospital (Mumbai) and TATA Consultancy Services (TCS).These collaborative efforts have resulted in development of 'ShishuPoshan', mobile based application for the mothers. This application addresses almost all the queries that a lactating mother may have in a simple yet lucid and comprehensive way. In this case-study paper we will discuss about our learnings, experiences, journey in developing the ShishuPoshan application and various other aspects like the collaborative effort, the best practices followed, the lessons learnt, application beneficiaries, its impact and the way forward. We feel that these learnings would be useful for anybody wanting to develop application in healthcare domain for masses and achieve a scaled impact on needy people. © 2019 IEEE.","Baby Care; BPNI; Breastfeeding; Digital; Healthcare; MBPC; Mobile Application; ShishuPoshan; Smart phone; TCS; UNICEF","Behavioral research; Developing countries; Distributed computer systems; Health care; Smartphones; Technetium; Baby Care; BPNI; Breastfeeding; Digital; MBPC; Mobile applications; ShishuPoshan; UNICEF; mHealth","Conference paper","Final","","Scopus","2-s2.0-85066479834"
"Srilakshmi A.; Mohanapriya P.; Harini D.; Geetha K.","Srilakshmi, A. (57200387818); Mohanapriya, P. (56429686100); Harini, D. (57220314514); Geetha, K. (57196798859)","57200387818; 56429686100; 57220314514; 57196798859","IoT based Smart Health Care System to Prevent Security Attacks in SDN","2019","5th International Conference on Electrical Energy Systems, ICEES 2019","","","8719236","","","","8","10.1109/ICEES.2019.8719236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067048690&doi=10.1109%2fICEES.2019.8719236&partnerID=40&md5=f9a00dfe2b239eae50996f82ead8addd","In the era of Internet of things world and the advancement of communication technologies which lead to a great development in health care. Since there is a hasty growth in electronic devices mainly sensors, smart phones communication has been made wireless and become a basic need for day-to-day life. This Internet of Things which makes use of sensors and communication technologies (i.e)., Wireless Sensor Networks can be connected and communicated with a human to detect the disease. This requires the intervention of cloud technology which enables on demand computing for Internet of Things data. The sensors which are connected to physical environment senses the values based on the source to which it is connected and those values are captured to the cloud. The cloud serves as a good health care platform for analytics, security of the sensed medical data. The collected health reports are generated on top of Software Defined Networking in which the SDN controller is incorporated at the Amazon cloud. The confidential health reports existing in the cloud should be free from network security attacks. Immediate alerts could be sent to the nurse or doctor based on the sensed information. Many diseases can be detected earlier and proper drug can be suggested to the patient in the absence of health care specialist. In this work number of sensors has been collected that is used in medical field and what service is provided by the targeted cloud is relevant to medical field. © 2019 IEEE.","Cloud Security; Health Care Applications; Internet of Things; Software Defined Networks; Wireless Sensor Networks","Application programs; mHealth; Network security; Smartphones; Software defined networking; Wireless sensor networks; Cloud securities; Cloud technologies; Communication technologies; Electronic device; Health care application; Health-care system; On-demand computing; Physical environments; Internet of things","Conference paper","Final","","Scopus","2-s2.0-85067048690"
"Gokul Lal K.V.; Sait U.; Kumar T.; Bhaumik R.; Shivakumar S.; Bhalla K.","Gokul Lal, K.V. (57212228593); Sait, Unais (40661900800); Kumar, Tarun (57194033774); Bhaumik, Rahul (57205516918); Shivakumar, Sanjana (57216158828); Bhalla, Kriti (57202081391)","57212228593; 40661900800; 57194033774; 57205516918; 57216158828; 57202081391","Design and development of a smartphone-based application to save lives during accidents and emergencies","2020","Procedia Computer Science","167","","","2267","2275","8","3","10.1016/j.procs.2020.03.279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084446283&doi=10.1016%2fj.procs.2020.03.279&partnerID=40&md5=0420df9bb83ab7623fd4812e96a565f3","A road accident is an unpredictable event that could occur to an individual at any given time. Despite several measures taken to reduce fatalities, accidents continue to claim a large number of lives. The crucial step in saving a victim's life is to provide prompt medical support. In this paper, a smartphone-based application is developed that can observe, record, and take necessary actions for an immediate emergency response to the victims. This application can detect the occurrence of an accident based on the accelerometer data of the victim's smartphone. After the accident is confirmed, the app sends SOS alerts to the emergency medical services, ambulance services, registered contacts, and nearby acquaintances. Synchronisation with ride-hailing services and weather services, warning for dangerous on-road conditions, and natural disasters are further proposed for integration with the app. © 2020 The Authors. Published by Elsevier B.V.","emergency medical services; Road-accidents; smartphone-app; SOS alerts","Accidents; Artificial intelligence; mHealth; Roads and streets; Smartphones; Accelerometer data; Ambulance services; Design and Development; Emergency medical services; Emergency response; Natural disasters; Road condition; Weather services; Emergency services","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084446283"
"Maganti P.K.; Chouragade P.M.","Maganti, Praneeta K. (57217893411); Chouragade, P.M. (57201999722)","57217893411; 57201999722","Secure Application for Sharing Health Records using Identity and Attribute based Cryptosystems in Cloud Environment","2019","Proceedings of the International Conference on Trends in Electronics and Informatics, ICOEI 2019","2019-April","","","220","223","3","7","10.1109/icoei.2019.8862540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075843356&doi=10.1109%2ficoei.2019.8862540&partnerID=40&md5=3cf9ad39e90e8ea8b3dafa52063078b9","Appl i cati ons provi di ng he al thcare se rvi ce s are rapidly escalating towards the security, reliability and integrity challenges. Numerous applications tends to manage patient’s health records by storing the data on cloud without prior encryption, which will lead to leakage and misuse of such sensitive information. Hence a mHealth i.e. mobile healthcare application is proposed to help the patients to share their health records with healthcare service providers and securely find friends with similar health conditions. ©2019 IEEE.","Cloud computing; Encryption; Health record; MHealth; Security","Cloud computing; mHealth; Attribute-based; Cloud environments; Health care application; Health condition; Health records; Healthcare services; Security; Sensitive informations; Cryptography","Conference paper","Final","","Scopus","2-s2.0-85075843356"
"Jain R.K.; Saikia B.J.; Rai N.P.; Ray P.P.","Jain, Ravi Kant (56492060700); Saikia, Baskar Joyti (57220040480); Rai, Nitant Pilmo (57225435172); Ray, Partha Pratim (56577228400)","56492060700; 57220040480; 57225435172; 56577228400","Development of Web-based Application for Mobile Robot using IOT Platform","2020","2020 11th International Conference on Computing, Communication and Networking Technologies, ICCCNT 2020","","","9225467","","","","7","10.1109/ICCCNT49239.2020.9225467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096588539&doi=10.1109%2fICCCNT49239.2020.9225467&partnerID=40&md5=da73b3332ae2820b9a9902b7f586896d","In order to perform the operation by the mobile robot, the autonomous and computer-controlled system provide the best solution for different applications. To cater to such needs, the web-based application and mobile app provide the vital role in operating robots and bring a new way of performing robotic tasks autonomously. The web-based application controlled robots can be used in different fields such as industrial, mining, medical, military operations, agriculture, and so on. In this paper, a web application for a mobile robot is designed to understand every aspect of the robot's functionality and all the necessary controls and visuals of sensor and actuator data by the user. A user interface and web application are being developed for determining obstacles along the pathway of the robot that can control internet-of-thing (IOT) enabled web applications and to stop and movement of the robotic vehicle. Web application based processed commands are to be transmitted to the control unit of the robot through wi-fi and this robot can be controlled through web application via mobile phone. The visualization of air quantity in the environment is also done using the IOT cloud that also facilitates storing data for analysis in the future. © 2020 IEEE.","cloud platform etc.; IOT; mobile robot; sensor integration; web application","Agricultural robots; Data visualization; Industrial robots; Medical robotics; mHealth; Military operations; Mobile robots; Robotics; User interfaces; Web services; Websites; Computer-controlled systems; Control unit; Internet of Things (IOT); Robotic tasks; Robotic vehicles; Sensor and actuators; WEB application; Web-based applications; Internet of things","Conference paper","Final","","Scopus","2-s2.0-85096588539"
"Yadav A.; Singh V.K.; Bhoi A.K.; Marques G.; Garcia-Zapirain B.; Díez I.T.","Yadav, Ashok (55584559300); Singh, Vinod Kumar (57213256319); Bhoi, Akash Kumar (56441729400); Marques, Gonçalo (57188548300); Garcia-Zapirain, Begonya (35732954700); Díez, Isabel de la Torre (55665183400)","55584559300; 57213256319; 56441729400; 57188548300; 35732954700; 55665183400","Wireless body area networks: UWB wearable textile antenna for telemedicine and mobile health systems","2020","Micromachines","11","6","558","","","","56","10.3390/MI11060558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087508554&doi=10.3390%2fMI11060558&partnerID=40&md5=5976a91dd9f7c78230be8f150bb30e7f","A compact textile ultra-wideband (UWB) antenna with an electrical dimension of 0.24λo × 0.24λo × 0.009λo with microstrip line feed at lower edge and a frequency of operation of 2.96 GHz is proposed for UWB application. The analytical investigation using circuit theory concepts and the cavity model of the antenna is presented to validate the design. The main contribution of this paper is to propose a wearable antenna with wide impedance bandwidth of 118.68 % (2.96-11.6 GHz) applicable for UWB range of 3.1 to 10.6 GHz. The results present a maximum gain of 5.47 dBi at 7.3 GHz frequency. Moreover, this antenna exhibits Omni and quasi-Omni radiation patterns at various frequencies (4 GHz, 7 GHz and 10 GHz) for short-distance communication. The cutting notch and slot on the patch, and its effect on the antenna impedance to increase performance through current distribution is also presented. The time-domain characteristic of the proposed antenna is also discussed for the analysis of the pulse distortion phenomena. A constant group delay less than 1 ns is obtained over the entire operating impedance bandwidth (2.96-11.6 GHz) of the textile antenna in both situations, i.e., side by side and front to front. Linear phase consideration is also presented for both situations, as well as configurations of reception and transmission. An assessment of the effects of bending and humidity has been demonstrated by placing the antenna on the human body. The specific absorption rate (SAR) value was tested to show the radiation effect on the human body, and it was found that its impact on the human body SAR value is 1.68 W/kg, which indicates the safer limit to avoid radiation effects. Therefore, the proposed method is promising for telemedicine and mobile health systems. © 2020 by the authors.","Circuit theory; Frequency domain; SAR; Textile antenna; Time domain; Ultra-wideband","Bandwidth; Biological radiation effects; Circuit theory; Directional patterns (antenna); Electric impedance; Electromagnetic field effects; Group delay; mHealth; Microwave antennas; Slot antennas; Telemedicine; Textile industry; Textiles; Time domain analysis; Wearable antennas; Wireless local area networks (WLAN); Analytical investigations; Frequency of operation; Short distance communications; Specific absorption rate; Time domain characteristics; Ultra-wideband antennas; Wide impedance bandwidths; Wireless body area network; Ultra-wideband (UWB)","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087508554"
"Sampat B.; Sharma A.; Prabhakar B.","Sampat, Brinda (57220810390); Sharma, Ashu (57210974781); Prabhakar, Bala (35321202600)","57220810390; 57210974781; 35321202600","Understanding Factors Influencing the Usage Intention of Mobile Pregnancy Applications","2020","IFIP Advances in Information and Communication Technology","617","","","641","654","13","2","10.1007/978-3-030-64849-7_57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098191541&doi=10.1007%2f978-3-030-64849-7_57&partnerID=40&md5=1d3d843c07312fc839826df2d84a745b","Advancement in digital technology and the need to provide alternate healthcare delivery channels to individuals in developing countries has led to the boom in mobile Health (mHealth). A wide range of mHealth applications (apps) and services are available today to combat the maternal and newborn health disparities in India. Yet, there is scant research in understanding the predictors of pregnant women’s adoption towards pregnancy apps in developing countries. The objective of this study is to identify the most significant predictors influencing behavioural intention to use pregnancy apps. To meet this objective, a conceptual model was developed and empirically tested by extending UTAUT with relevant constructs namely personal innovativeness in IT and perceived risk. A conceptual model along with the hypothesized causal paths among the constructs are empirically validated with the help of structural equation modeling using Smart PLS 3.0 with a sample of 220 pregnant women. Results showed that intention to use pregnancy apps by women was predicted by six influencing factors: performance expectancy, effort expectancy, facilitating conditions, social influence, personal innovativeness and attitude. Perceived risk had no significant effect on the behavioural intention to use pregnancy apps. © 2020, IFIP International Federation for Information Processing.","Developing country; Health informatics; mHealth; Mobile pregnancy apps; Perceived risk; Personal innovativeness; Pregnancy; UTAUT","Developing countries; Diffusion; mHealth; Behavioural intentions; Digital technologies; Facilitating conditions; Healthcare delivery; Mobile Health (M-Health); Personal innovativeness; Personal innovativeness in it; Structural equation modeling; Obstetrics","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85098191541"
"Ghosh N.S.; Majumdar R.; Giri B.; Ghosh A.","Ghosh, Neha Sana (57215429976); Majumdar, Rana (37119011100); Giri, Biswajit (57215414395); Ghosh, Anupam (57207840134)","57215429976; 37119011100; 57215414395; 57207840134","Detection of Human Activity by Widget","2020","ICRITO 2020 - IEEE 8th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions)","","","9197982","1330","1334","4","3","10.1109/ICRITO48877.2020.9197982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093114962&doi=10.1109%2fICRITO48877.2020.9197982&partnerID=40&md5=a44662fc92224a5638d58b86c92e9133","Human Activity recognition exhibits its presence in diverse research areas like medical organization, Survey system, security surveillance as well as human computer interaction. This work demonstrates a robust approach of classifying six basic human centered behaviors (Walking, Walking Upstairs, Walking Downstairs, Sitting, Standing, and Lying implementing Logistic Regression, Logistic Regression CV and Random Forest algorithm. Computing is an up-and-coming research to comprehend individual actions and try to assimilate their social context. A precise demanding and agreeable application of sensing human body motion by smart phones to collect context information. Here, activity recognition database is considered publicly available as repository. © 2020 IEEE.","Human activity recognition; logistic regression; random forest classifier; Support Vector machine","Decision trees; Human computer interaction; Logistic regression; mHealth; Pattern recognition; Smartphones; Activity recognition; Context information; Human activities; Human activity recognition; Human body motion; Random forest algorithm; Robust approaches; Security surveillance; Behavioral research","Conference paper","Final","","Scopus","2-s2.0-85093114962"
"Mondal S.; Mukherjee N.","Mondal, Safikureshi (57194216176); Mukherjee, Nandini (57200710285)","57194216176; 57200710285","An efficient reachability query based pruning algorithm in e-health scenario","2019","Journal of Biomedical Informatics","94","","103171","","","","3","10.1016/j.jbi.2019.103171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064714733&doi=10.1016%2fj.jbi.2019.103171&partnerID=40&md5=4c07570b6095a470d0d8140361fb349b","We propose a Disease-Symptom graph database for our mobile-assisted e-healthcare application. A large Disease-Symptom graph is stored in the cloud and accessed using mobile devices over the Internet. Query and search are the fundamental operations of graph databases. However, while searching the Disease-Symptom graph for making preliminary diagnosis of diseases, queries become complex due to the complex structure of data and also queries are too hard to write and interpret. Moreover, it is not possible to access the graph frequently due to limited bandwidth of the network, transmission delay, and higher cost. Subgraph generation or pruning algorithm for appropriate inputs is one of the solutions to this problem. In this paper, we propose an efficient pruning algorithm by introducing a new approach to decompose the Disease-Symptom graph into a series of symptom trees (ST). All the Symptom trees are merged to build a pruned subgraph which is our requirement. We demonstrate the efficiency and effectiveness of our pruning algorithm both analytically and empirically and validate on Disease-Symptom graph database, as well as other real graph databases. Also a comparison is done with an efficient existing reachability based Chain Cover algorithm after modifying it ChainCoverPrune as pruning algorithm. These two algorithms are tested for storage and access parametric measures for querying the synthetic and real directed databases to show the efficiency of the proposed algorithm. © 2019 Elsevier Inc.","Chain Cover; Disease-Symptom graph database; Pruning algorithm; Reachability Query","Algorithms; Datasets as Topic; Telemedicine; Complex networks; Diagnosis; Digital storage; Efficiency; Forestry; Graph Databases; mHealth; Query processing; Complex structure; Disease symptoms; Fundamental operations; Limited bandwidth; Pruning algorithms; Reachability queries; Storage and access; Transmission delays; algorithm; Article; cost; data base; data processing; disease sympton graph database; health care access; information processing; mobile application; priority journal; pruning algorithm; reachability query; symptom tree; telehealth; validation study; information processing; telemedicine; Trees (mathematics)","Article","Final","","Scopus","2-s2.0-85064714733"
